skill_dribbling,skill_curve,skill_ball_control,skill_moves,age,height_cm,weight_kg,power_strength
74,65,73,3,21,186,80,75
74,59,75,3,22,180,77,68
72,60,73,4,23,171,73,56
77,52,74,3,21,180,68,69
64,47,68,2,21,178,64,70
74,74,77,4,22,170,66,37
78,78,77,3,20,168,67,34
74,62,72,3,19,190,74,62
77,59,78,3,21,178,78,72
79,69,75,4,23,176,67,58
76,67,76,3,20,176,70,57
80,64,76,3,21,177,65,58
72,59,74,3,23,182,76,74
77,82,76,4,21,179,72,62
66,58,70,3,21,184,78,70
69,32,74,2,22,184,73,58
61,50,65,2,22,188,80,81
72,65,71,3,22,181,68,71
56,42,70,2,24,182,74,77
89,65,80,4,23,178,72,81
72,74,75,3,23,197,80,76
75,71,76,3,21,172,70,63
83,66,80,4,22,170,66,33
69,59,70,3,22,183,78,79
69,58,71,3,21,196,94,87
77,68,75,3,23,169,64,59
21,17,23,1,23,193,95,75
73,75,75,3,23,182,75,72
71,75,72,3,21,171,64,56
57,39,59,2,23,185,82,77
60,48,67,2,23,190,75,84
11,10,21,1,21,188,76,70
79,56,73,3,23,179,71,60
75,73,73,4,23,171,61,60
78,65,75,4,22,189,77,75
66,54,75,3,22,177,75,73
62,28,66,2,21,190,95,86
76,67,73,3,23,175,78,54
80,69,78,4,22,173,66,41
62,58,72,2,24,190,77,76
41,33,55,2,25,184,79,81
64,57,72,3,23,182,80,77
77,65,78,3,23,170,65,58
71,42,69,3,23,191,77,79
66,43,75,3,23,169,60,31
72,63,73,3,22,178,66,77
77,72,78,3,22,170,65,57
38,29,44,2,23,197,90,90
55,44,61,2,23,186,76,84
58,69,64,2,25,187,82,84
82,53,80,3,22,168,64,53
79,76,72,4,23,173,72,72
76,77,77,4,21,172,75,44
57,33,62,2,22,189,78,77
75,72,75,3,24,170,74,70
77,72,81,3,22,183,77,71
70,58,74,3,22,188,91,90
66,55,72,2,25,185,75,75
73,70,82,4,24,193,88,92
70,44,71,3,24,173,71,77
74,38,77,3,25,180,70,76
81,71,74,4,23,172,67,44
75,60,72,3,23,180,70,68
76,73,75,3,23,170,70,52
66,55,74,3,24,188,75,76
77,74,78,3,24,176,68,48
70,50,68,3,24,186,79,80
55,45,66,2,24,190,83,90
74,54,70,3,22,174,64,59
82,72,81,4,24,175,62,44
72,72,74,3,22,182,67,64
35,24,48,2,23,180,80,88
81,76,77,4,23,181,73,65
74,73,75,3,21,183,75,65
64,22,66,2,26,191,85,83
77,59,81,3,26,178,75,69
72,72,76,3,25,181,70,64
75,71,77,4,24,181,69,54
64,55,68,3,25,181,74,74
53,65,76,2,25,170,70,61
38,40,54,2,25,192,84,82
73,72,74,3,25,168,67,55
56,38,54,2,25,191,85,83
55,44,65,2,25,188,79,77
68,61,73,3,25,167,67,63
72,71,73,3,25,178,72,70
78,75,77,4,24,189,90,75
79,74,74,3,24,175,72,60
75,63,76,3,25,180,86,81
76,75,77,3,26,184,76,74
61,41,67,2,26,184,82,85
75,70,75,3,24,183,70,69
72,73,75,3,23,175,71,71
76,65,75,3,23,185,78,78
69,64,72,3,25,191,87,75
74,72,72,3,23,185,78,71
73,48,70,3,25,182,70,67
74,33,71,3,22,184,74,73
72,67,73,3,23,183,72,74
75,64,76,3,24,171,67,65
83,59,80,4,22,183,78,64
76,70,78,3,25,184,74,70
77,64,75,3,25,172,66,69
40,38,62,2,26,185,78,76
82,67,80,4,24,180,70,38
45,28,57,2,25,186,78,78
73,69,76,3,25,181,76,71
65,27,70,2,24,191,75,77
68,70,71,3,24,181,72,67
56,21,63,2,24,188,82,79
74,67,75,3,24,179,70,64
66,59,71,3,25,175,68,64
71,72,74,3,25,178,76,60
77,75,73,3,25,175,71,74
68,53,66,3,26,196,77,82
68,69,72,3,25,176,70,69
19,20,25,1,24,191,87,73
70,44,73,3,24,182,73,61
78,62,79,3,24,174,64,60
71,46,73,3,25,187,80,71
59,39,65,2,25,193,88,83
76,70,75,3,24,184,76,65
62,67,72,2,25,175,70,69
64,54,69,2,25,179,73,71
76,72,76,4,25,174,68,60
75,63,78,3,25,176,70,58
11,11,16,1,26,190,80,62
68,63,74,2,27,182,72,73
10,12,23,1,26,186,85,78
76,73,72,3,26,171,64,27
11,15,22,1,28,191,102,75
13,16,12,1,26,190,77,67
59,90,69,2,25,181,81,76
81,74,79,3,25,176,72,52
78,74,76,3,25,174,70,69
53,19,65,2,26,191,87,85
55,36,62,2,26,188,75,81
13,19,24,1,26,189,75,65
71,56,75,3,26,182,80,74
71,46,73,3,26,188,88,84
64,44,70,2,26,184,77,76
77,74,76,4,25,171,71,48
22,13,31,1,26,188,81,69
80,85,78,4,24,175,64,41
75,66,73,3,25,175,68,61
72,57,70,3,26,183,82,78
45,30,59,2,24,190,76,77
75,44,70,3,26,182,89,86
73,66,74,3,26,177,72,67
72,55,72,3,25,175,72,71
20,17,23,1,28,190,73,59
78,76,77,3,25,184,75,62
14,12,23,1,26,186,80,64
66,70,71,3,26,190,80,77
80,67,77,4,25,182,76,69
54,36,67,2,27,189,80,74
68,66,69,3,26,178,73,79
78,74,77,4,25,179,77,59
77,68,74,3,25,175,75,63
76,70,75,3,26,170,70,44
75,70,73,3,24,176,68,73
77,51,72,3,25,169,70,63
20,19,24,1,25,186,84,52
72,61,75,3,26,178,74,67
79,57,73,3,25,169,72,53
76,62,76,3,25,166,67,64
71,63,72,2,26,180,73,77
11,17,20,1,28,187,80,52
66,41,66,2,28,190,84,79
59,43,59,2,27,190,88,90
72,64,76,3,26,185,85,77
50,40,65,2,27,185,83,81
58,58,64,2,27,183,82,85
66,45,72,3,26,193,91,93
57,60,64,2,28,184,82,75
71,71,73,3,25,178,70,58
70,73,76,3,26,181,69,56
74,64,69,3,26,181,74,65
71,69,72,3,26,178,65,67
42,27,49,2,27,184,91,91
74,75,80,3,25,175,70,56
52,39,54,2,26,192,84,80
39,49,50,2,26,188,79,80
57,69,65,2,26,188,84,82
76,74,76,3,25,181,71,56
72,78,76,3,26,183,83,76
12,19,18,1,27,189,75,33
66,71,68,3,26,183,76,73
68,28,67,3,26,183,76,79
47,28,62,2,26,183,79,78
51,45,52,2,27,183,82,85
73,69,74,4,25,178,72,61
74,70,73,3,26,168,60,55
20,24,20,1,29,190,91,66
53,31,62,2,27,188,73,78
77,76,78,4,27,181,75,62
72,61,76,3,26,183,80,75
47,33,50,2,27,192,88,85
55,62,55,2,27,184,78,76
14,14,19,1,29,187,76,67
43,42,66,2,27,184,82,80
78,75,77,4,26,179,76,53
66,64,68,3,27,175,72,69
74,62,70,3,26,178,72,75
75,74,77,3,27,180,75,67
72,70,75,3,27,184,73,68
78,58,76,3,26,183,78,74
32,31,54,2,28,193,84,79
71,47,70,3,27,185,88,78
73,68,75,3,27,180,70,75
79,71,74,3,25,173,69,50
74,75,74,4,25,170,62,45
71,71,73,3,27,172,70,69
74,66,72,3,26,185,70,69
65,60,71,3,27,183,72,66
79,66,77,3,26,174,68,61
75,67,73,3,27,170,65,68
32,61,48,2,29,191,90,92
71,61,69,3,26,168,59,32
80,81,74,4,25,173,68,37
78,57,75,4,26,184,77,68
31,31,34,2,29,188,88,84
75,61,74,3,26,176,73,64
74,66,73,4,26,183,77,72
19,25,31,1,30,190,89,77
72,64,71,3,26,177,73,73
74,69,70,4,26,181,69,62
81,77,78,4,25,178,70,62
38,18,60,2,27,189,82,77
76,74,75,3,26,175,62,79
72,65,75,3,25,189,79,66
63,33,62,2,27,190,88,88
44,49,60,2,34,188,75,64
71,65,75,3,35,188,78,74
74,74,76,3,35,175,73,70
48,25,52,2,38,184,82,77
11,10,23,1,36,188,84,69
13,14,18,1,36,196,89,75
75,76,76,4,38,180,79,70
16,15,22,1,35,194,89,75
56,55,59,2,35,193,90,84
72,82,77,4,35,173,78,66
14,13,12,1,35,182,77,52
70,71,76,3,37,184,79,77
56,62,70,2,34,181,79,66
14,11,13,1,34,189,76,67
74,73,75,3,34,173,70,57
78,63,77,3,32,165,63,54
10,15,21,1,36,188,82,75
77,78,78,4,33,180,76,62
72,66,72,3,35,178,72,75
68,52,70,2,32,186,75,74
71,64,73,2,35,183,80,72
76,80,75,4,33,173,72,58
10,13,21,1,33,191,82,45
58,65,69,2,33,175,70,67
70,68,72,3,35,180,83,78
43,26,64,2,34,188,89,82
65,84,73,3,34,178,70,62
64,55,71,2,33,187,87,84
52,39,60,2,34,189,80,91
74,72,73,4,30,178,70,63
72,54,69,3,32,178,70,64
69,73,73,3,33,175,73,71
54,69,55,2,31,188,84,78
68,67,71,3,33,180,67,68
75,71,73,3,31,177,72,69
71,71,72,3,33,180,81,75
72,74,73,3,32,175,76,67
55,58,68,2,32,185,74,74
20,11,22,1,34,187,86,81
77,74,76,4,31,180,79,72
71,76,77,3,33,175,72,61
72,71,73,3,32,184,79,74
70,73,73,3,29,192,80,75
16,13,20,1,35,194,86,70
74,63,72,3,32,178,69,67
70,60,69,3,34,188,75,78
67,60,73,3,32,181,84,76
72,68,77,3,33,191,77,59
75,59,76,3,32,178,78,78
74,79,74,4,28,170,68,40
63,47,72,2,31,183,76,68
62,67,73,2,33,176,77,76
44,29,55,2,33,185,80,84
76,80,74,4,34,188,76,72
64,55,70,3,32,184,77,77
13,15,19,1,31,183,78,65
76,76,77,3,33,179,75,69
68,64,74,3,31,183,74,73
73,69,74,3,31,180,78,66
65,61,68,3,34,187,88,87
62,56,60,2,31,184,82,82
65,52,71,2,30,188,82,79
80,83,78,3,32,183,81,72
74,77,75,3,32,173,65,61
73,72,74,3,30,179,80,70
75,80,77,3,31,183,78,70
66,68,70,3,31,180,80,77
14,10,25,1,35,185,90,66
46,49,66,2,31,188,83,88
75,73,76,3,28,174,76,64
61,51,63,3,34,184,77,76
69,74,75,3,30,183,80,73
70,76,77,3,29,169,61,32
55,63,67,2,30,188,85,84
81,65,74,3,31,173,66,55
77,67,76,3,31,177,73,62
73,76,72,3,29,180,75,68
69,64,72,3,29,176,70,68
60,49,68,2,31,180,73,68
75,72,75,3,29,178,76,73
13,25,14,1,30,185,78,70
60,47,63,2,30,180,79,78
69,80,75,3,31,185,76,74
66,60,70,3,30,165,64,56
75,66,80,4,30,176,75,73
74,67,75,4,35,165,69,61
65,50,75,3,31,181,72,70
46,45,56,2,32,188,81,78
71,74,74,3,30,174,73,75
43,20,54,2,28,194,84,84
66,36,67,2,29,185,83,73
77,60,77,4,32,176,68,62
71,64,79,3,30,180,69,72
60,59,64,2,31,190,88,82
44,35,62,2,30,186,76,83
38,35,56,2,31,189,83,80
74,72,79,3,33,185,71,61
68,51,75,3,29,189,90,89
58,59,66,2,34,176,70,77
12,13,27,1,30,188,81,65
76,73,76,4,31,175,68,78
73,69,74,3,29,183,75,67
67,56,67,3,29,188,79,74
76,69,76,3,29,173,70,62
75,82,77,3,29,180,76,63
74,71,73,3,29,182,76,64
50,62,63,2,30,196,93,92
68,76,72,3,31,177,76,72
39,47,62,2,30,190,91,91
72,77,80,3,30,183,71,57
71,75,77,3,33,165,72,68
73,76,72,3,32,175,74,68
49,40,54,2,30,188,82,85
38,55,65,2,34,185,80,80
18,16,20,1,28,191,80,60
69,56,72,3,30,187,75,78
67,65,72,3,31,187,78,76
73,67,76,2,32,177,73,65
78,75,78,3,27,176,70,75
77,48,69,3,30,185,75,75
70,55,73,3,32,178,73,62
74,78,75,3,28,175,67,65
67,71,72,3,28,178,75,63
73,65,73,3,29,173,66,55
61,48,62,2,32,191,77,80
80,72,77,3,30,167,68,67
69,54,70,3,32,176,74,75
70,55,72,3,30,187,86,90
17,12,24,1,29,186,83,68
68,66,70,3,28,183,78,73
64,41,66,2,31,194,93,92
68,68,71,3,31,189,80,88
74,68,76,3,28,186,82,75
72,75,73,3,27,179,79,68
68,62,70,3,28,182,82,75
77,58,77,3,28,176,71,71
72,53,72,3,29,184,79,79
65,74,72,3,28,181,70,67
50,41,58,2,30,189,86,84
74,72,73,3,29,177,70,64
75,71,74,3,28,181,82,73
59,81,76,2,31,178,74,70
63,47,70,3,30,185,82,80
70,74,74,3,30,178,74,70
72,64,74,3,29,187,82,90
72,65,73,3,27,177,72,60
72,61,73,3,29,175,71,46
57,81,69,2,31,183,86,78
74,62,74,4,27,186,81,78
71,67,73,3,29,182,75,79
27,38,49,2,31,193,87,84
66,51,77,3,28,180,77,73
73,69,73,3,29,174,75,62
80,73,76,4,28,178,68,57
68,65,72,3,28,192,86,83
77,73,75,4,30,169,72,65
49,45,59,2,29,186,77,83
22,19,13,1,32,190,86,60
75,73,75,3,28,177,77,61
75,76,76,3,31,178,79,65
76,79,76,4,26,178,70,44
76,75,77,4,29,176,73,62
77,78,78,4,29,177,78,69
71,80,69,3,28,174,77,68
74,66,80,3,29,172,68,39
77,50,75,4,27,180,80,71
65,42,67,2,29,180,78,76
73,65,74,3,28,183,73,57
76,77,74,3,29,178,80,75
72,69,73,3,29,173,68,60
76,74,75,4,28,177,75,61
71,58,73,3,29,179,78,83
59,37,64,2,30,188,89,79
28,16,23,1,31,196,84,79
77,68,76,3,29,179,80,58
76,70,74,3,27,165,65,33
70,79,74,3,30,176,80,71
75,72,73,3,35,172,66,51
67,69,69,3,31,176,71,37
68,57,70,3,28,182,72,63
80,75,74,3,29,181,76,52
63,66,63,3,31,183,94,93
73,75,76,3,32,181,73,66
72,71,75,3,28,180,65,66
80,79,77,4,27,182,70,59
78,77,76,3,31,166,65,35
70,62,76,3,28,164,65,68
55,33,70,2,30,190,86,81
59,52,67,2,29,187,86,79
66,54,68,3,28,185,79,80
71,59,68,3,28,187,86,78
78,66,78,3,28,181,66,35
49,57,66,2,29,196,94,93
74,64,76,3,29,169,65,67
60,66,72,2,29,170,77,69
17,15,21,1,35,184,86,60
56,29,63,2,29,186,82,90
61,65,72,2,32,182,75,74
74,79,74,3,28,178,80,84
69,69,74,3,32,172,70,69
69,68,76,3,27,182,70,72
56,73,62,2,34,184,82,85
71,58,73,3,31,180,80,79
74,72,74,3,30,177,76,73
72,64,71,3,28,169,72,72
77,73,76,3,27,169,65,43
75,80,74,3,29,176,79,72
50,39,67,2,32,186,79,83
71,68,75,3,32,184,86,83
77,58,76,4,32,168,73,60
77,66,75,3,30,171,72,70
76,76,74,4,29,175,71,67
77,74,75,3,27,172,73,60
70,68,71,3,30,186,78,83
63,49,66,2,34,189,83,81
69,71,67,2,31,188,83,82
73,69,71,3,28,176,70,68
72,72,73,3,28,188,76,81
73,68,67,3,28,184,80,83
75,66,74,4,29,170,80,63
72,74,72,3,29,171,71,66
71,44,66,3,30,182,77,74
73,53,75,3,29,180,71,67
77,70,72,3,28,174,73,73
80,67,76,4,27,187,75,66
72,66,79,3,32,170,70,70
67,69,70,3,30,175,74,75
61,45,69,2,31,177,73,62
73,46,71,3,27,177,75,62
59,57,67,2,35,192,79,85
50,53,55,2,27,190,88,88
44,43,63,2,31,185,81,84
46,33,50,2,27,181,82,85
61,79,66,2,27,181,78,75
71,64,69,2,35,177,72,71
71,62,73,2,27,183,71,71
74,67,76,4,31,178,70,52
72,49,73,3,35,177,70,60
74,81,75,4,31,183,77,74
8,8,21,1,31,188,85,81
8,31,16,1,27,193,88,60
77,66,76,4,27,182,82,72
75,65,69,3,27,177,73,58
58,49,72,2,31,181,79,73
41,36,55,2,35,187,82,82
64,53,70,2,31,179,76,69
70,65,72,2,27,177,84,80
74,74,75,2,35,186,74,71
74,83,73,3,35,170,67,44
75,73,74,4,35,169,66,33
77,83,71,3,35,181,74,67
75,79,75,4,35,175,75,64
74,71,75,4,35,183,79,77
63,63,73,3,27,180,92,88
73,55,71,3,27,180,76,66
62,55,61,2,27,175,70,78
76,52,78,3,28,182,70,62
79,66,70,4,29,163,58,29
73,45,69,3,31,185,83,87
75,68,75,4,35,170,67,44
71,68,69,3,28,175,64,43
44,25,58,2,29,185,83,92
76,74,73,4,29,176,70,69
71,56,72,3,31,184,74,90
73,52,66,3,31,190,85,86
66,50,68,3,32,189,87,83
72,69,73,3,28,180,71,74
75,61,74,3,30,186,80,82
78,65,76,4,27,170,67,41
12,23,25,1,33,198,87,71
14,22,25,1,21,181,81,51
36,35,54,2,21,185,79,75
81,68,80,4,19,171,68,35
72,63,72,3,19,182,82,78
77,58,73,3,21,173,67,49
72,69,74,3,18,194,87,84
74,41,72,3,20,178,72,50
75,47,74,3,21,177,69,67
78,62,74,4,22,172,65,53
47,33,54,2,21,183,75,81
12,20,16,1,22,190,89,73
68,45,69,3,21,185,72,75
60,43,67,2,20,188,84,81
71,67,69,3,21,173,71,65
76,72,75,3,20,175,74,61
54,31,65,2,22,183,80,74
79,78,76,3,21,174,68,62
70,71,72,2,22,178,68,65
76,56,78,3,19,176,70,50
20,12,18,1,21,188,74,56
70,52,70,3,22,187,75,73
61,57,68,2,22,176,68,69
58,52,68,2,22,183,79,73
44,44,60,2,20,185,81,80
76,60,77,3,21,183,75,58
71,57,71,3,22,180,81,83
76,54,73,3,20,178,72,72
75,70,74,4,21,170,68,50
78,83,76,4,21,179,75,53
76,69,74,3,22,180,71,56
74,67,76,3,22,176,59,47
57,33,62,2,22,187,75,75
75,66,74,3,22,174,69,53
71,69,74,4,22,180,67,68
76,74,71,3,22,170,65,57
76,40,74,4,21,181,77,66
77,60,75,3,21,176,74,63
77,65,74,4,22,169,66,58
75,68,72,3,22,167,65,31
8,14,18,1,23,192,89,66
65,33,68,3,23,176,75,76
80,65,81,3,23,183,80,77
42,39,55,2,23,192,81,76
23,20,30,1,24,188,83,68
56,35,61,2,23,185,80,82
75,57,73,3,23,165,66,42
73,68,72,4,23,182,71,64
80,47,80,3,22,178,76,63
52,62,64,2,22,191,70,79
20,11,22,1,22,181,70,59
75,71,74,4,22,170,60,56
62,42,65,2,21,189,82,78
63,60,67,3,21,185,78,78
46,47,63,2,21,190,87,80
58,40,66,2,21,191,75,76
67,57,69,3,20,175,66,54
73,73,72,3,23,181,75,71
52,37,69,2,22,191,80,65
71,71,75,3,22,189,80,67
78,77,72,4,24,178,76,58
71,51,70,3,24,183,72,68
75,68,77,3,22,184,74,73
70,42,70,3,23,186,81,80
56,46,69,2,24,182,72,70
21,22,21,1,23,185,76,52
22,19,23,1,24,192,90,73
76,69,74,3,22,181,66,62
76,72,74,4,24,180,65,67
14,26,26,1,22,184,75,60
73,66,72,3,23,188,77,72
75,72,76,4,22,183,80,70
82,68,77,4,22,184,87,69
65,47,70,3,23,185,76,74
76,70,74,3,22,175,62,63
67,61,73,3,24,178,72,73
73,38,70,3,23,191,78,76
74,79,73,3,20,170,73,68
71,69,72,3,21,173,68,59
76,63,73,4,22,172,72,59
73,58,73,3,22,175,71,66
34,21,49,2,22,190,78,87
66,56,77,3,21,193,81,73
25,13,31,1,24,193,81,60
77,60,73,3,24,167,74,60
73,61,74,3,24,174,66,62
56,22,63,2,25,189,90,83
76,60,78,3,24,173,71,53
72,69,73,3,24,173,63,65
68,68,70,3,23,194,90,87
74,69,74,3,23,180,81,78
69,44,73,3,25,181,64,73
53,43,63,2,23,187,78,76
77,56,79,3,23,182,90,75
64,65,66,3,22,184,78,70
27,21,31,1,25,189,80,72
81,65,78,4,24,167,63,60
13,14,19,1,24,194,96,81
68,61,67,3,22,176,67,63
19,13,21,1,22,193,84,75
64,52,70,3,24,190,80,83
75,68,75,3,22,176,68,64
74,62,72,3,23,175,68,70
77,69,76,3,24,178,72,70
14,18,24,1,23,191,82,67
70,69,70,3,24,173,75,67
68,73,73,3,22,180,67,65
77,67,77,3,22,184,73,59
74,74,72,3,24,176,71,59
76,48,74,3,22,178,75,68
75,71,72,3,23,168,60,45
77,60,75,3,23,184,76,63
64,65,68,2,25,176,67,74
21,14,32,1,26,184,83,51
81,65,75,3,23,176,81,62
14,14,29,1,25,196,91,70
68,54,70,3,24,180,74,62
10,12,25,1,25,188,82,54
74,57,73,3,24,178,75,65
76,80,77,3,25,176,65,53
64,74,57,2,26,190,81,76
74,74,80,3,24,182,76,64
74,73,76,4,24,184,75,72
62,49,65,2,25,178,68,73
75,83,76,3,23,173,73,63
58,40,63,2,25,185,77,74
80,78,75,3,23,184,80,73
72,64,75,3,24,174,73,61
61,56,64,2,25,179,79,81
75,68,70,3,25,184,84,77
79,52,77,4,24,169,67,49
53,27,66,2,23,193,84,83
72,72,71,3,24,178,71,61
62,56,70,2,24,186,84,86
64,74,69,3,25,185,74,74
66,61,71,3,23,177,79,71
47,48,60,2,25,188,83,77
16,17,20,1,26,187,81,63
72,67,73,3,24,179,79,72
72,61,68,3,23,180,75,74
42,21,64,2,26,188,88,85
72,59,68,3,23,184,78,82
73,66,75,3,23,178,74,64
72,59,70,3,23,183,72,70
74,68,76,2,25,184,79,75
75,71,70,3,25,177,71,63
60,62,74,2,23,188,79,68
59,41,61,2,24,183,84,77
60,49,74,2,24,175,71,68
56,31,70,2,22,192,83,77
72,67,73,3,22,178,74,64
65,67,70,3,25,196,90,88
76,70,73,4,24,174,69,55
69,45,72,3,23,190,79,72
74,58,72,3,23,185,76,57
55,27,69,2,26,189,80,76
71,67,68,3,25,174,76,68
12,16,22,1,26,188,88,67
18,11,25,1,25,187,86,73
12,14,22,1,25,186,79,70
44,42,65,2,25,187,80,74
68,73,66,3,24,177,74,70
34,42,65,2,26,190,83,84
76,68,75,3,25,171,64,35
72,78,75,3,24,173,70,65
67,48,69,3,24,187,76,85
46,30,63,2,26,186,81,77
58,29,62,2,24,189,80,74
74,72,70,3,24,167,65,56
65,59,74,2,24,184,79,86
65,46,70,2,25,185,75,75
65,67,69,2,23,186,78,79
72,62,74,3,25,174,74,68
73,63,73,3,25,188,77,69
72,73,73,3,25,180,82,78
15,12,5,1,24,186,80,69
61,46,68,2,26,172,66,73
74,59,71,3,25,178,69,68
62,33,67,2,23,188,80,75
59,39,64,2,25,187,85,82
64,60,76,3,26,191,84,80
63,66,71,2,27,179,72,68
16,15,15,1,28,187,83,66
67,52,75,3,26,191,74,79
74,71,75,3,26,182,72,63
62,37,66,2,26,185,86,81
77,79,75,4,24,177,72,57
48,33,59,2,27,182,75,74
59,39,69,2,26,186,77,79
14,19,18,1,27,180,79,53
68,46,74,2,26,184,72,66
45,33,54,2,26,190,83,85
68,70,72,3,26,181,78,73
45,29,69,2,26,196,88,87
76,66,74,3,25,177,75,59
12,17,20,1,26,194,90,78
63,24,66,2,26,187,85,77
70,66,71,3,26,191,86,87
68,68,69,3,24,188,70,65
12,17,23,1,27,187,74,42
63,29,64,2,24,182,82,77
70,55,73,3,26,174,65,67
78,45,75,3,25,189,83,68
64,32,66,2,26,189,87,79
74,74,75,4,26,170,62,39
42,33,63,2,26,191,89,84
69,44,71,3,24,186,79,79
80,75,78,4,25,183,77,78
57,42,69,2,27,176,73,67
76,68,77,3,25,179,70,65
50,35,52,2,26,192,83,86
71,68,72,3,24,181,76,57
75,69,75,3,25,176,67,50
64,67,67,3,24,184,76,80
73,66,70,3,26,180,70,65
53,41,61,2,25,189,84,88
25,13,30,1,25,181,84,76
74,72,69,3,25,174,72,65
47,35,58,2,27,188,83,84
65,38,68,3,27,187,83,89
71,66,70,3,26,174,66,71
78,68,75,3,25,167,65,42
76,71,75,3,25,175,72,70
82,75,77,3,25,168,65,46
63,50,72,2,25,193,85,82
60,41,66,2,25,171,67,65
72,75,72,3,25,186,84,74
57,25,62,2,25,190,83,70
73,69,75,3,25,182,76,71
68,45,70,2,26,181,75,68
73,68,73,3,26,175,79,75
77,68,75,3,26,178,77,76
12,19,29,1,28,190,78,58
72,71,72,3,26,181,82,78
59,52,66,2,27,192,82,77
75,71,74,3,26,175,70,55
72,77,77,3,26,176,68,48
74,61,74,3,26,170,68,60
65,56,67,3,26,181,72,71
77,70,75,3,25,171,70,44
74,60,75,3,26,184,73,71
70,49,71,3,26,176,76,68
75,75,75,3,26,171,62,32
70,50,74,3,26,177,78,73
67,38,69,3,26,185,81,83
33,30,55,2,27,192,88,90
62,42,67,2,25,180,75,74
74,62,73,4,25,180,75,58
73,67,70,3,26,184,73,71
71,50,73,3,25,171,64,72
26,33,54,2,27,183,75,82
60,44,60,2,28,181,79,80
71,65,74,3,26,196,86,83
74,72,76,4,26,185,80,76
73,64,75,3,26,189,80,75
74,64,77,3,25,179,71,64
78,65,73,3,26,179,70,64
52,42,61,2,27,187,80,69
76,76,71,3,27,172,73,54
69,69,73,3,27,185,77,69
74,73,73,3,27,169,72,66
16,12,22,1,29,189,84,69
13,19,23,1,30,187,82,66
75,42,76,3,27,177,70,73
40,28,68,2,28,190,85,84
50,46,58,2,29,190,82,76
65,58,70,3,27,186,85,75
70,62,72,3,27,179,73,59
32,34,55,2,28,196,88,85
53,38,58,2,28,190,82,77
73,56,76,3,27,188,87,79
71,72,74,3,27,175,71,58
58,44,65,2,28,181,69,79
36,30,53,2,27,189,80,82
73,80,75,3,27,174,67,57
71,60,70,3,26,170,62,49
78,51,73,4,26,172,76,73
47,37,55,2,29,187,86,80
77,74,79,3,27,179,72,63
67,58,76,3,28,185,74,73
13,10,21,1,28,189,83,72
73,66,74,3,26,185,73,75
77,72,74,3,27,182,69,73
69,63,69,3,27,186,82,77
69,74,74,3,26,175,66,60
76,41,72,3,26,173,72,69
55,46,66,2,28,181,78,71
19,15,23,1,26,191,88,60
69,64,68,3,26,194,90,90
73,46,72,3,26,180,74,65
80,74,78,5,26,179,70,47
64,66,71,3,27,182,75,74
76,67,74,4,26,173,71,56
66,63,74,2,27,188,84,89
40,36,51,2,28,186,79,73
40,39,50,2,29,186,80,83
48,55,66,2,28,181,83,80
73,67,68,3,28,171,69,70
72,55,73,3,27,196,98,91
75,69,73,3,25,182,82,72
74,78,71,3,26,179,69,57
75,66,73,3,26,180,70,49
74,75,76,3,27,177,79,65
48,29,59,2,25,188,82,77
80,69,75,4,26,176,75,71
74,69,73,3,26,180,72,70
47,27,61,2,28,190,84,92
35,30,64,2,28,190,80,80
72,65,69,3,26,186,81,78
55,35,64,2,27,183,73,73
64,55,68,3,27,184,85,71
72,56,68,3,25,180,77,72
64,65,66,2,27,180,75,77
12,13,31,1,36,197,92,77
52,40,55,2,40,191,78,79
14,6,29,1,38,185,86,63
17,21,28,1,40,189,80,68
41,55,59,2,37,175,72,72
15,11,14,1,35,186,86,79
64,63,66,3,35,187,83,84
76,69,73,3,38,169,68,59
19,12,14,1,36,189,88,70
70,57,75,3,35,182,81,76
71,83,78,3,34,182,74,63
71,81,80,3,35,183,75,66
82,80,82,3,35,184,75,58
64,75,63,3,37,189,83,88
71,69,69,3,35,181,77,75
70,82,75,3,33,187,89,72
11,14,20,1,36,188,83,62
57,50,67,2,35,182,79,79
45,58,60,2,38,178,78,82
70,77,73,3,36,184,81,71
62,52,70,2,34,179,75,77
62,64,70,2,35,181,76,74
16,15,19,1,35,194,90,68
72,62,70,2,35,178,74,69
15,12,23,1,36,180,73,72
35,46,58,2,34,187,87,82
13,13,25,1,33,180,75,68
76,68,74,3,30,180,68,56
78,76,77,5,33,177,71,59
11,18,16,1,31,198,85,75
69,80,72,3,32,173,66,74
39,29,44,2,33,190,88,83
7,15,22,1,33,196,93,75
68,69,72,2,33,189,81,77
7,69,24,1,36,184,86,60
53,58,62,2,36,183,76,78
68,72,72,3,32,178,72,77
69,67,72,3,32,188,86,83
69,58,69,3,33,176,70,64
62,68,66,2,32,178,71,73
73,70,73,3,32,178,71,71
18,13,22,1,37,193,87,72
69,55,72,2,32,186,88,89
74,67,73,3,28,190,83,90
64,63,71,2,37,187,78,76
14,15,20,1,32,191,88,64
76,63,76,3,31,177,78,56
76,68,74,4,31,172,66,64
73,69,74,3,32,178,75,63
13,13,25,1,31,188,74,63
62,50,73,2,35,176,78,67
41,19,47,2,36,193,90,91
20,10,33,1,31,201,93,80
73,67,77,3,31,177,75,74
24,12,33,1,31,191,87,64
67,66,69,3,31,183,78,75
66,63,73,3,30,193,96,78
67,66,69,3,32,175,68,67
